SEARCH_ENGLISH|QUIZ_ENGLISH|SUBSECTION_ENGLISH|SEARCH_SPANISH|QUIZ_SPANISH|SUBSECTION_SPANISH|SEARCH_FRENCH|QUIZ_FRENCH|SUBSECTION_FRENCH|SEARCH_ITALIAN|QUIZ_ITALIAN|SUBSECTION_ITALIAN|SEARCH_CHINESE|QUIZ_CHINESE|SUBSECTION_CHINESE|SEARCH_ARABIC|QUIZ_ARABIC|SUBSECTION_ARABIC|SEARCH_RUSSIAN|QUIZ_RUSSIAN|SUBSECTION_RUSSIAN|X-Axis|Y-Axis|SOURCE IMAGE|SECTION
Peripheral Nervous System, Leg, Tibial Nerve|Tibial Nerve|Leg Nerves|SNP, Pierna, Nervio Tibial|Nervio Tibial|Nervios de la Pierna|Pns, Jambe, Nerf Tibial|Nerf tibial|Nerfs de Jambe|Sistema Nervoso Periferico, Gamba, Nervo Tibiale|Nervo Tibiale|Nervi delle Gambe|周围神经系统，腿，胫神经|胫骨神经|腿神经|الجهاز العصبي الطرفي، الساق، العصب الظنبوي|العصب الظنبوي|أعصاب الساق|ПНС, Нога, Большеберцовый Нерв|большеберцовый нерв|Ножные Нервы|1461|2789|04 - PERIPHERAL NERVOUS SYSTEM - 10.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Soma|Soma|Leg Nerves|SNP, Neurona, Soma|Soma|Nervios de la Pierna|Pns, Neurone, Soma|Soma|Nerfs de Jambe|Sistema Nervoso Periferico, Neurone, Soma|Soma|Nervi delle Gambe|周围神经系统，神经元，体细胞|体细胞|腿神经|الجهاز العصبي الطرفي، العصبون، الجسد|الجسد|أعصاب الساق|ПНС, Нейрон, Сома|сома|Ножные Нервы|597|460|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Polyribosome|Polyribosome|Neuron|SNP, Neurona, Poliribosomico|Poliribosomico|Neuronas|Pns, Neurone, Polyribosome|Polyribosome|Neurone|Sistema Nervoso Periferico, Neurone, Poliribosoma (polisoma)|Poliribosoma (Polisoma)|Neurone|周围神经系统，神经元，多核糖体|多核糖体|神经元|الجهاز العصبي الطرفي، العصبية، عدِيدُ الرِّيَباسات|عدِيدُ الرِّيَباسات|الخلايا العصبية|ПНС, Нейрон, Полирибосома|полирибосома|Нейрон|339|414|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Nucleus|Nucleus|Neuron|SNP, Neurona, Núcleo|Núcleo|Neuronas|Pns, Neurone, Noyau|Noyau|Neurone|Sistema Nervoso Periferico, Neurone, Nucleo|Nucleo|Neurone|周围神经系统，神经元，核|核|神经元|الجهاز العصبي الطرفي، العصبون، النواة|النواة|الخلايا العصبية|ПНС, Нейрон, Ядро|ядро|Нейрон|379|526|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Nucleolus|Nucleolus|Neuron|SNP, Neurona, Nucleolo|Nucleolo|Neuronas|Pns, Neuron, Nucleolus|Nucleolus|Neurone|Sistema Nervoso Periferico, Neurone, Nucleolo|Nucleolo|Neurone|周围神经系统，神经元，核仁|核仁|神经元|الجهاز العصبي الطرفي، العصب، النوية|النوية|الخلايا العصبية|ПНС, Нейрон, Ядрышко|Ядрышко|Нейрон|425|562|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Membrane|Membrane|Neuron|SNP, Neurona, Membrana|Membrana|Neuronas|Pns, Neurone, Membrane|Membrane|Neurone|Sistema Nervoso Periferico, Neurone, Membrana|Membrana|Neurone|周围神经系统，神经元，膜|膜|神经元|الجهاز العصبي الطرفي، العصبون، الغشاء|الغشاء|الخلايا العصبية|ПНС, Нейрон, Мембрана|мембрана|Нейрон|289|490|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Golgi Apparatus|Golgi Apparatus|Neuron|SNP, Neurona, Aparato de Golgi|Aparato de Golgi|Neuronas|Pns, Neurone, Appareil De Golgi|Appareil de Golgi|Neurone|Sistema Nervoso Periferico, Neurone, Apparato del Golgi|Apparato Del Golgi|Neurone|周围神经系统，神经元，高尔基体|高尔基体|神经元|الجهاز العصبي الطرفي، العصبون، جهاز جولجي|جهاز جولجي|الخلايا العصبية|ПНС, Нейрон, Аппарат Гольджи|Аппарат Гольджи|Нейрон|317|476|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Rough Endoplasmic Reticulum|Rough Endoplasmic Reticulum|Neuron|SNP, Neurona, Retículo Endoplásmico Rugoso|Retículo Endoplasmático Rugoso|Neuronas|Pns, Neurone, Réticulum Endoplasmique Rugueux|Réticulum endoplasmique rugueux|Neurone|Sistema Nervoso Periferico, Neurone, Reticolo Endoplasmatico Rugoso|Reticolo Endoplasmatico Rugoso|Neurone|周围神经系统，神经元，粗面内质网|粗面内质网|神经元|الجهاز العصبي الطرفي، العصبون، الشَّبَكَةُ الهَيولِيَّةُ الباطِنَةُ الخَشْنَة|الشَّبَكَةُ الهَيولِيَّةُ الباطِنَةُ الخَشْنَة|الخلايا العصبية|ПНС, Нейрон, Шероховатая Эндоплазматическая Сеть|Шероховатая эндоплазматическая сеть|Нейрон|559|528|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Smooth Endoplasmic Reticulum|Smooth Endoplasmic Reticulum|Neuron|SNP, Neurona, Retículo Endoplásmico Liso|Retículo Endoplasmático Liso|Neuronas|Pns, Neurone, Réticulum Endoplasmique Lisse|Réticulum endoplasmique lisse|Neurone|Sistema Nervoso Periferico, Neurone, Reticolo Endoplasmatico Liscio|Reticolo Endoplasmatico Liscio|Neurone|周围神经系统，神经元，光滑内质网|滑面内质网|神经元|الجهاز العصبي الطرفي، العصبون، الشَّبَكَةُ الهَيولِيَّةُ الباطِنَةُ الناعمة|الشَّبَكَةُ الهَيولِيَّةُ الباطِنَةُ الناعمة|الخلايا العصبية|ПНС, Нейрон, Гладкая Эндоплазматическая Сеть|Гладкая эндоплазматическая сеть|Нейрон|485|668|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Mitochondria|Mitochondria|Neuron|SNP, Neurona, Mitocondria|Mitocondrias|Neuronas|Pns, Neurone, Mitochondrie|Mitochondrie|Neurone|Sistema Nervoso Periferico, Neurone, Mitocondri|Mitocondri|Neurone|周围神经系统，神经元，线粒体|线粒体|神经元|الجهاز العصبي الطرفي، العصبون، الميتوكوندريا|الميتوكوندريا|الخلايا العصبية|ПНС, Нейрон, Митохондрия|Митохондрия|Нейрон|343|658|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Ribosome|Ribosome|Neuron|SNP, Neurona, Ribosoma|Ribosoma|Neuronas|Pns, Neuron, Ribosome|Ribosome|Neurone|Sistema Nervoso Periferico, Neurone, Ribosoma|Ribosoma|Neurone|周围神经系统，神经元，核糖体|核糖体|神经元|الجهاز العصبي الطرفي، العصبون، ريبوسوم|ريبوسوم|الخلايا العصبية|ПНС, Нейрон, Рибосома|рибосома|Нейрон|319|434|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Microtubule|Microtubule|Neuron|SNP, Neurona, Microtubulo|Microtubulo|Neuronas|Pns, Neurone, Microtubule|Microtubule|Neurone|Sistema Nervoso Periferico, Neurone, Microtubulo|Microtubulo|Neurone|周围神经系统，神经元，微管|微管|神经元|الجهاز العصبي الطرفي، العصبون، أنيبيب|أنيبيب|الخلايا العصبية|ПНС, Нейрон, Микротрубочка|микротрубочка|Нейрон|257|658|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Dendrites|Dendrites|Neuron|SNP, Neurona, Dendritas|Dendritas|Neuronas|Pns, Neurone, Dendrites|Dendrites|Neurone|Sistema Nervoso Periferico, Neurone, Dendriti|Dendriti|Neurone|周围神经系统，神经元，树突|树突|神经元|الجهاز العصبي الطرفي، العصبون، التشعبات|التشعبات|الخلايا العصبية|ПНС, Нейрон, Дендриты|Дендриты|Нейрон|727|892|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Axon Hillock|Axon Hillock|Neuron|SNP, Neurona, Axón de Hillock|Axón de Hillock|Neuronas|Pns, Neurone, Axon Hillock|Axone Hillock|Neurone|Sistema Nervoso Periferico, Neurone, Cono d'emergenza|Cono D'Emergenza|Neurone|周围神经系统，神经元, 轴突岗位|轴突岗位|神经元|الجهاز العصبي الطرفي، العصبون،بُرُوْزُ المِحْوار|بُرُوْزُ المِحْوار|الخلايا العصبية|ПНС, Нейрон, Аксонный холмик|аксонный холмик|Нейрон|713|486|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Axon Terminal|Axon Terminal|Neuron|SNP, Neurona, Axón Terminal|Axón Terminal|Neuronas|Pns, Neurone, axone terminal|Axone Terminal|Neurone|Sistema Nervoso Periferico, Neurone, Assone terminale|Assone Terminale|Neurone|周围神经系统，神经元，轴突终端|轴突终端|神经元| الجهاز العصبي الطرفي، العصبون، أكسون الطرفية|أكسون الطرفية|الخلايا العصبية|ПНС, Нейрон, Терминальный аксон|терминальный аксон|Нейрон|1203|228|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Myelin Sheath (Schwann Cell)|Myelin Sheath (Schwann Cell)|Neuron|SNP, Neurona, Vaina de Mielina (Célula de Schwann)|Cubierta de Mielina (Célula de Schwann)|Neuronas|Pns, Neurone, Gaine De Myéline (Cellule De Schwann)|Gaine de myéline (cellule de Schwann)|Neurone|Sistema Nervoso Periferico, Neurone, Guaina Mielinica (Cellula Di Schwann)|Guaina Mielinica (Cellula Di Schwann)|Neurone|周围神经系统，神经元，髓鞘|髓鞘|神经元|الجهاز العصبي الطرفي، العصبون، الغمد المياليني ( خلية شوان)|الغمد المياليني ( خلية شوان)|الخلايا العصبية|ПНС, Нейрон, Миелиновая оболочка (Шванновская клетка)|миелиновая оболочка (клетка Шванна)|Нейрон|1039|468|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Nodes of Ranvier|Nodes of Ranvier|Neuron|SNP, Neurona, Nodos de Ranvier|Nodos de Ranvier|Neuronas|Pns, Neurone, Nœuds De Ranvier|Les noeuds de Ranvier|Neurone|Sistema Nervoso Periferico, Neurone, Nodi Di Ranvier|Nodi Di Ranvier|Neurone|周围神经系统，神经元，蘭氏結|蘭氏結|神经元|الجهاز العصبي الطرفي، العصبون، العقد من رانفير|العقد من رانفير|الخلايا العصبية|ПНС, Нейрон, Перехваты Ранвье|перехваты Ранвье|Нейрон|1135|474|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Schwann Cell Nucleus|Schwann Cell Nucleus|Neuron|SNP, Neurona, Núcleo de Células de Schwann|Núcleo de Células de Schwann|Neuronas|Pns, Neurone, Noyau De Cellule De Schwann|Schwann Cell Nucleus|Neurone|Sistema Nervoso Periferico, Neurone, Nucleo Cellulare della cellula di Schwann|Nucleo Della Cellula Di Schwann|Neurone|周围神经系统，神经元，施万细胞核|施万细胞核|神经元|الجهاز العصبي الطرفي، العصبون، شوان خلية النواة|شوان خلية النواة|الخلايا العصبية|ПНС, Нейрон, Ядро ​​Клетки Шванна|Ядро клетки Шванна|Нейрон|1107|626|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Schwann Cell Axon|Schwann Cell Axon|Neuron|SNP, Neurona, Schwann Cell Axon|Axón Celular de Schwann|Neuronas|Pns, Neurone, Cellule de Schwann axone|Axone de la cellule de Schwann|Neurone|Sistema Nervoso Periferico, Neurone, Assone della cellula di Schwann|Assone Della Cellula Di Schwann|Neurone|周围神经系统，神经元，雪旺细胞轴突|施万细胞轴突|神经元| الجهاز العصبي الطرفي، العصبون، محور خلية شوان|محور خلية شوان|الخلايا العصبية|ПНС, Нейрон, Аксон клетки Шванна|аксон клетки Шванна|Нейрон|935|824|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Schwann Cell Microfilament|Schwann Cell Microfilament|Neuron|SNP, Neurona, Schwann Cell Microfilament|Microfilamento de Células Schwann|Neuronas|Pns, Neurone, Microfilament De Cellules De Schwann|Microfilament de Schwann|Neurone|Sistema Nervoso Periferico, Neurone, Microfilamento Di Cellule Di Schwann|Microfilamento Di Cellule Schwann|Neurone|周围神经系统，神经元，雪旺细胞微丝|施万细胞微丝|神经元|الجهاز العصبي الطرفي، العصبون، خلية خييط شوان|خلية خييط شوان|الخلايا العصبية|ПНС, Нейрон, Микрофиламент клетки Шванна|Микрофиламент клеток Шванна|Нейрон|1009|786|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Schwann Cell Microtubule|Schwann Cell Microtubule|Neuron|SNP, Neurona, Schwann Cell Microtubulo|Microtubulo de Células Schwann|Neuronas|Pns, Neurone, Cellule de Schwann|Schwann Cell Microtubule|Neurone|Sistema Nervoso Periferico, Neurone, Microtubulo della cellula di Schwann|Microtubulo Della Cellula Di Schwann|Neurone|周围神经系统，神经元，雪旺细胞微管|施万细胞微管|神经元|الجهاز العصبي الطرفي، العصبون، خلية انيبيب شوان|خلية انيبيب شوان|الخلايا العصبية|ПНС, Нейрон, Микротрубочка клетки Шванна|Микротрубочка клеток Шванна|Нейрон|1007|776|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Synapse Axoaxonic|Axoaxonic Synapse|Neuron|SNP, Neurona, Sinápsis, Axosonica|Sinápsis Axoaxónica|Neuronas|Pns, Neurone, Synapse Axoaxonique|Synapse axoaxonique|Neurone|Sistema Nervoso Periferico, Neurone, Sinapsi Asso-assonica|Sinapsi Asso-Assonica|Neurone|周围神经系统，神经元，轴突到轴突突触|轴突到轴突突触|神经元| الجهاز العصبي الطرفي، العصبون، المشبك المحوري|المشبك المحوري|الخلايا العصبية|ПНС, Нейрон, Аксо-аксонный Синапс|Аксо-аксонный синапс|Нейрон|1221|230|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Synapse Axodentritic|Axodentritic Synapse|Neuron|SNP, Neurona, Sinápsis, Axodentrítica|Sinápsis Axodentrítica|Neuronas|Pns, Neurone, Synapse Axodentritique|Synapse axodentritique|Neurone|Sistema Nervoso Periferico, Neurone, Sinapsi Asso-dendritica|Sinapsi Asso-Dendritica|Neurone|周围神经系统，神经元，轴突到树突突触|轴突到树突突触|神经元|الجهاز العصبي الطرفي، العصبون، المشبك التغصني|المشبك التغصني|الخلايا العصبية|ПНС, Нейрон, Аксо-дендритный Синапс |аксоно-дендритный синапс|Нейрон|285|804|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Synapse Axosomatic|Axosomatic Synapse|Neuron|SNP, Neurona, Sinápsis, Axosomatica|Sinápsis Axosomática|Neuronas|Pns, Neurone, Synapse Axosomatique|Synapse axosomatique|Neurone|Sistema Nervoso Periferico, Neurone, Sinapsi Asso-somatica|Sinapsi Asso-Somatica|Neurone|周围神经系统，神经元，轴突到细胞体突触|轴突到细胞体突触|神经元| الجهاز العصبي الطرفي، العصبون، مشبك محوري جسدي|مشبك محوري جسدي|الخلايا العصبية|ПНС, Нейрон, Аксо-соматический синапс|Аксосоматический синапс|Нейрон|553|402|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Synapse|Synapse|Neuron|SNP, Neurona, Sinápsis|Sinápsis|Neuronas|Pns, Neurone, Synapse|Synapse|Neurone|Sistema Nervoso Periferico, Neurone, Sinapsi|Sinapsi|Neurone|周围神经系统，神经元，突触|突触|神经元|الجهاز العصبي الطرفي، العصبون، المشبك|المشبك|الخلايا العصبية|ПНС, Нейрон, Синапс|синапс|Нейрон|425|102|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
Peripheral Nervous System, Neuron, Synapse Microtubules|Microtubules|Neuron|SNP, Neurona, Sinápsis, Microtubulos|Microtúbulos|Neuronas|Pns, Neurone, Microtubules De Synapse|Microtubules|Neurone|Sistema Nervoso Periferico, Neurone, Microtubuli Sinapsi|I Microtubuli|Neurone|周围神经系统，神经元，突触微管|微管|神经元|الجهاز العصبي الطرفي، العصبون، مشبك انيبيبي|مشبك انيبيبي|الخلايا العصبية|ПНС, Нейрон, Синапс микротрубочек|Микротрубочки|Нейрон|823|164|04 - PERIPHERAL NERVOUS SYSTEM - 11.jpg|04 - Peripheral Nervous System
